user_id,join_day,init_state,base_activity,price_sensitivity,cart_bias,country,primary_device
510,281,new,0.6448,0.3961,-0.5324,DE,web
511,178,new,0.384,0.4678,0.0086,DE,mobile
512,201,new,0.7465,0.6071,-0.1189,IT,web
513,108,new,0.3693,0.7127,-0.4673,IT,mobile
514,244,new,0.3222,0.154,-0.1994,ES,web
515,145,new,0.7913,0.79,-0.6203,FR,web
516,1,new,0.3589,0.3646,0.4674,IT,mobile
517,86,new,0.172,0.5487,-0.049,IT,web
518,26,new,0.484,0.341,0.0252,IT,app
519,226,new,0.9825,0.1188,0.2319,IT,mobile
520,221,new,0.7106,0.6313,0.1057,FR,web
521,312,new,0.2006,0.6974,-0.239,NL,app
522,70,browser,0.3173,0.9573,-0.3147,IT,web
523,234,new,1.014,0.2167,0.2009,IT,app
524,251,new,0.3641,0.0713,-0.2407,IT,web
525,242,new,0.4536,0.3756,-0.5122,IT,mobile
526,137,new,0.3044,0.2963,0.4383,IT,app
527,200,new,0.2223,0.1198,-0.5776,IT,web
528,23,new,1.7937,0.77,-0.8571,IT,mobile
529,296,browser,0.1983,0.8371,0.0975,FR,web
530,143,new,0.2367,0.02,-0.5059,ES,mobile
531,35,new,0.4826,0.74,-0.0977,ES,web
532,160,new,0.5152,0.5844,0.386,IT,web
533,43,browser,0.3901,0.7202,-0.7312,IT,web
534,260,new,0.5981,0.2794,-0.2643,IT,mobile
535,157,new,0.2389,0.585,0.2692,IT,app
536,82,new,0.1847,0.8139,-0.0113,IT,app
537,143,new,0.2882,0.4017,-0.3129,IT,mobile
538,120,considering,0.6797,0.2674,0.5863,NL,app
539,33,new,1.2699,0.8061,-0.2834,NL,app
540,20,new,0.1458,0.7874,-0.1111,FR,mobile
541,72,new,0.4787,0.4067,0.3273,ES,web
542,105,browser,0.225,0.583,0.0933,ES,mobile
543,73,new,0.2577,0.6744,0.2126,ES,web
544,121,new,0.7016,0.6997,-0.5648,ES,app
545,60,new,0.1107,0.6409,0.1799,IT,mobile
546,175,browser,0.4393,0.8773,-0.1906,NL,web
547,33,new,0.4384,0.3868,-0.511,FR,app
548,88,browser,0.2345,0.5768,-0.1723,IT,web
549,10,new,0.2877,0.3162,-0.1834,IT,app
550,146,new,0.7201,0.7318,0.4038,FR,app
551,69,new,1.0829,0.7198,-0.1165,DE,mobile
552,12,new,0.6607,1.15,-0.5233,IT,mobile
553,19,new,1.0379,0.8047,-0.604,IT,web
554,302,new,0.2515,0.6796,-0.2666,IT,mobile
555,127,new,0.1543,0.6659,-0.7212,IT,app
556,333,new,0.3574,0.563,-0.5004,IT,web
557,71,new,0.5727,0.6435,-0.3355,IT,web
558,91,new,0.3612,0.6697,-0.3977,IT,web
559,117,new,0.6792,0.2663,0.0044,IT,mobile
560,147,new,0.2349,0.6554,-0.5082,FR,mobile
561,357,new,0.4476,0.2279,-1.1145,IT,web
562,166,new,0.4169,0.9357,-0.84,IT,web
563,101,new,0.2402,0.5963,-0.2562,IT,app
564,292,new,0.4061,0.4822,-0.4554,FR,web
565,114,new,0.196,0.6683,-0.6828,IT,web
566,116,new,0.291,0.6334,0.4355,IT,web
567,162,new,0.1835,0.5965,0.0401,IT,mobile
568,250,new,0.3387,0.3898,-0.2704,IT,web
569,51,new,0.2369,0.5919,-0.1683,NL,web
570,86,new,0.5378,0.5157,-0.3428,IT,mobile
571,333,new,0.3626,0.581,-0.6888,IT,web
572,208,new,0.3247,0.7518,0.1108,IT,app
573,128,new,0.9728,0.4986,0.048,IT,app
574,88,new,0.4542,0.5802,-0.9421,FR,mobile
575,146,browser,0.3004,0.7174,-0.1707,FR,mobile
576,89,new,0.2669,0.5715,-0.1321,DE,web
577,248,new,0.1921,1.0897,-0.3626,IT,mobile
578,8,browser,0.3548,0.6648,0.484,IT,web
579,107,new,0.4357,0.3965,0.4461,NL,mobile
580,216,browser,0.342,0.4689,-0.3821,IT,web
581,174,new,0.1737,0.4508,-0.328,DE,mobile
582,225,new,0.277,0.4715,-0.3691,ES,web
583,7,new,0.2011,0.7167,-0.464,IT,mobile
584,79,new,0.3767,0.4208,-0.5723,NL,web
585,50,new,0.4066,0.5604,-0.0726,IT,web
586,16,new,0.3439,0.8257,0.4365,ES,mobile
587,177,new,0.4979,0.5264,0.2925,IT,mobile
588,349,new,0.2667,0.2077,0.0262,IT,app
589,232,new,0.3587,0.3171,-1.0925,IT,web
590,230,new,0.2119,0.3558,-0.9026,IT,web
591,269,new,0.4302,0.4605,0.1225,NL,mobile
592,167,new,0.3836,0.2498,0.3168,IT,web
593,147,new,0.1903,0.4337,-0.0562,IT,app
594,233,new,0.3378,0.9925,-0.357,IT,web
595,86,new,0.3603,0.3249,0.2233,FR,app
596,348,new,0.4294,0.8244,0.0138,IT,mobile
597,94,new,0.4382,0.7781,0.1481,IT,web
598,170,new,0.2474,0.6758,-0.8998,FR,mobile
599,97,new,0.5599,0.6298,-0.1298,FR,mobile
600,85,new,0.4905,0.9539,0.3711,NL,mobile
601,281,new,0.247,1.0648,-0.0654,DE,web
602,137,browser,0.1962,0.5827,0.0819,IT,mobile
603,300,new,0.2576,0.6484,-0.2373,FR,mobile
604,86,browser,0.1638,0.5206,-0.2129,IT,mobile
605,243,browser,1.0049,0.4095,0.2409,IT,mobile
606,17,new,0.7054,0.7034,-0.4844,IT,app
607,259,browser,0.804,0.6649,-0.5187,IT,mobile
608,75,new,0.2021,0.3302,-0.4174,IT,mobile
609,41,new,0.5671,0.7021,-0.2418,IT,web
610,98,new,0.3854,0.671,-0.8135,ES,web
611,85,new,0.0985,0.5118,0.0059,NL,web
612,83,new,0.3064,0.5,-0.3075,IT,mobile
613,164,new,0.2882,0.6963,0.0488,IT,mobile
614,234,new,0.716,0.9096,-0.9917,IT,web
615,220,new,0.2279,0.6917,0.0501,IT,mobile
616,206,new,0.5014,0.7605,0.2179,NL,web
617,5,new,0.6897,0.4702,-0.0965,IT,web
618,226,new,0.1661,0.5454,-0.2395,IT,web
619,114,new,0.2715,0.7294,0.0528,IT,mobile
620,275,new,0.8542,0.3755,0.195,IT,web
621,149,new,0.3344,0.6573,-0.067,IT,web
622,118,new,0.6055,0.7088,-0.0408,NL,mobile
623,114,new,1.3846,0.6131,0.3299,FR,mobile
624,193,new,0.2875,0.1645,0.0164,IT,mobile
625,8,new,0.1816,0.6304,-0.5301,FR,web
626,76,new,0.1952,0.508,0.1933,DE,web
627,62,new,0.8174,0.4079,-0.2933,IT,web
628,329,new,1.0544,0.6037,-0.2384,FR,web
629,93,new,0.1418,0.8548,-0.2126,ES,mobile
630,56,browser,1.8059,0.8044,0.0891,FR,mobile
631,64,new,0.1377,0.5578,0.3621,IT,app
632,104,browser,0.2335,0.5541,-0.2415,FR,app
633,99,new,0.3847,0.2347,0.3559,FR,web
634,178,new,1.4714,0.5409,-0.1924,FR,web
635,148,new,0.5763,0.6718,0.2408,IT,app
636,92,new,0.2822,0.8103,-0.1805,IT,web
637,19,new,0.3737,1.0273,-0.4223,FR,mobile
638,255,new,0.6101,0.4706,0.4227,ES,mobile
639,128,new,0.8041,0.7372,-0.4558,NL,mobile
640,92,new,0.321,0.7176,-0.4792,IT,web
641,200,new,0.3262,0.5606,-0.6896,IT,web
642,281,new,0.233,0.4353,0.1935,FR,web
643,68,new,0.5304,0.6696,0.2762,FR,web
644,205,new,0.6468,1.0016,-0.1194,IT,web
645,127,new,0.1267,0.6684,-0.5944,FR,mobile
646,210,new,0.2957,0.4783,-0.2524,IT,mobile
647,9,new,0.1887,0.5917,-0.3559,IT,web
648,100,new,0.3997,0.4248,-0.6107,IT,web
649,280,new,0.1862,0.6233,-0.4211,IT,app
650,49,new,0.178,0.743,-0.073,ES,web
651,141,new,0.6825,0.4953,-0.4618,IT,web
652,197,new,0.3359,0.05,-0.1479,DE,mobile
653,73,new,1.054,0.6698,-0.8717,IT,web
654,135,new,0.4665,0.5297,0.3377,FR,web
655,267,new,0.6275,0.4849,-0.387,IT,web
656,286,new,0.2922,0.4833,0.0546,IT,app
657,119,new,0.2958,0.692,-0.184,IT,mobile
658,31,new,0.2965,0.5466,-0.1091,NL,mobile
659,81,new,0.6669,0.7875,-0.6462,NL,app
660,4,new,0.3543,0.7914,-0.5162,IT,mobile
661,122,new,0.3135,0.5713,-0.5082,IT,web
662,62,new,0.4561,0.5262,-0.2411,IT,mobile
663,141,new,1.0072,0.643,0.2142,IT,mobile
664,26,new,0.3832,0.5938,-0.0984,IT,web
665,215,new,0.3172,0.3045,-0.5651,NL,mobile
666,186,new,1.0711,0.9645,-0.2194,ES,web
667,99,new,0.7644,0.7486,-0.2782,IT,web
668,35,new,0.7059,0.5366,-0.3728,NL,web
669,52,new,0.2793,0.2751,-0.2554,FR,web
670,3,new,0.2645,0.5875,0.0173,IT,app
671,174,new,0.1342,0.5142,-0.502,FR,mobile
672,68,new,0.6254,0.6091,-0.3711,IT,web
673,51,new,0.3838,0.2305,0.0937,IT,mobile
674,110,new,0.1366,0.535,-0.0859,IT,app
675,156,new,0.7125,0.546,0.1977,IT,mobile
676,92,new,0.3056,0.2822,0.2525,IT,mobile
677,139,new,0.327,0.5775,-0.7262,DE,mobile
678,35,new,0.1601,0.6294,-0.1491,IT,web
679,340,new,1.2145,0.8938,-0.4278,IT,mobile
680,245,new,0.4848,0.5273,-0.6696,NL,mobile
681,57,new,0.3583,0.456,-0.5262,NL,app
682,227,new,0.2923,0.3091,-0.3553,FR,app
683,65,new,1.5598,0.528,-0.3531,FR,app
684,42,new,0.1898,0.3678,-0.4624,NL,web
685,215,new,0.2474,0.7928,-0.2548,FR,app
686,108,new,0.5431,0.6027,0.6063,IT,mobile
687,166,new,0.2106,0.7891,-0.8538,IT,web
688,150,new,0.2022,0.8838,0.148,IT,app
689,151,new,0.6855,0.4643,-0.2564,IT,app
690,133,new,0.5132,0.5575,-0.4033,IT,mobile
691,184,browser,0.4801,0.8597,-0.9564,IT,web
692,268,browser,0.4066,0.6541,0.017,IT,web
693,314,new,0.2514,0.7139,-0.7543,IT,app
694,145,new,0.7771,0.8059,0.0398,IT,app
695,120,new,0.3522,0.7814,0.3595,IT,web
696,330,new,0.5859,0.6939,-0.699,ES,web
697,306,new,0.465,0.8713,0.1589,IT,mobile
698,100,new,0.2208,0.6077,-0.2411,IT,web
699,213,new,0.5679,0.7135,-0.983,IT,mobile
700,126,new,0.1461,0.181,-0.6717,FR,app
701,111,new,0.3084,0.8037,-0.1876,DE,web
702,49,new,0.1963,0.4939,-0.1096,IT,mobile
703,84,new,0.2296,0.3171,-0.8032,DE,mobile
704,27,new,1.0614,0.7379,-0.2389,DE,web
705,145,new,0.1638,0.4364,0.0382,NL,mobile
706,341,browser,0.4329,0.4185,0.0995,DE,mobile
707,131,new,0.4871,0.8477,-0.3945,IT,mobile
708,297,new,0.2841,0.7939,-0.0965,IT,mobile
709,35,new,0.4007,0.5583,0.1254,IT,app
710,309,new,0.8076,0.0718,0.0484,IT,web
711,109,new,0.5273,0.716,0.062,IT,app
712,65,considering,0.6515,0.2156,-0.2103,NL,mobile
713,155,new,0.3418,0.713,-0.2831,IT,web
714,255,new,0.4925,0.7048,-0.1548,IT,web
715,48,new,0.5217,0.5873,-0.5173,NL,web
716,88,browser,0.3721,0.5461,0.1392,IT,mobile
717,145,new,0.4486,0.4209,-0.7856,IT,app
718,219,new,0.4488,0.4945,-0.4265,IT,mobile
719,162,new,0.3497,0.6779,-0.2627,IT,web
720,12,new,0.2637,0.6808,-0.0856,IT,web
721,319,new,0.5535,0.7622,-0.0199,IT,mobile
722,197,new,0.4319,0.3668,0.2711,ES,app
723,70,new,0.1171,0.3213,-0.2228,IT,mobile
724,219,new,0.2336,0.5517,-0.5013,FR,web
725,122,new,0.2824,0.4364,-0.3008,IT,web
726,225,new,0.3294,0.6535,-0.3618,IT,web
727,337,new,0.7133,0.3842,-0.068,IT,mobile
728,262,browser,2.141,0.8324,-0.6234,FR,web
729,130,browser,0.0951,0.472,-0.3114,ES,web
730,25,new,0.4349,0.9067,0.3179,IT,app
731,47,new,1.2131,0.7144,-0.1871,ES,mobile
732,139,browser,0.3331,0.4301,-0.6185,IT,app
733,228,new,0.4959,0.9971,-0.3689,DE,mobile
734,56,new,0.3995,0.6678,-1.0315,NL,web
735,202,new,0.3016,0.6499,-0.2706,IT,web
736,247,new,0.3738,0.6083,0.3267,IT,mobile
737,227,new,0.4996,0.2663,-0.6653,IT,mobile
738,45,new,0.4742,0.7146,-0.7596,FR,mobile
739,92,new,0.4081,0.4643,-0.4786,IT,app
740,174,new,0.2669,0.1779,0.0725,IT,mobile
741,261,new,1.7342,0.6408,0.3466,DE,mobile
742,141,browser,0.4483,0.7249,-0.0931,IT,web
743,250,new,0.5595,0.7279,-0.7001,DE,web
744,114,new,0.2782,0.6496,-0.2578,IT,mobile
745,324,new,0.4083,0.5209,0.3763,DE,web
746,42,new,0.4065,0.5117,-0.3588,FR,app
747,146,new,0.1285,0.4055,-0.2008,IT,mobile
748,133,new,0.248,0.7267,-0.1658,IT,web
749,31,new,0.2455,0.5091,-0.7911,IT,mobile
750,121,new,0.2644,0.5855,0.0993,ES,mobile
751,292,new,0.2042,0.6628,0.0488,IT,web
752,70,new,0.3769,0.6207,-0.9477,NL,mobile
753,216,browser,0.7934,0.619,-0.7157,FR,mobile
754,104,new,0.3953,0.169,-0.5894,NL,mobile
755,132,new,0.1921,0.6684,0.0119,IT,web
756,146,new,0.2087,0.5637,-0.5129,IT,mobile
757,163,new,0.299,0.6044,-0.1095,IT,mobile
758,104,new,0.1689,0.8284,-0.3136,IT,web
759,58,new,0.4349,0.711,-0.2251,IT,web
760,72,new,0.7743,0.2189,-0.0764,IT,mobile
761,42,new,0.268,0.5932,-0.1547,ES,web
762,337,new,0.3836,0.9079,-0.2566,IT,app
763,188,new,0.2906,0.5647,-0.1355,IT,web
764,62,new,0.2602,0.6272,-0.1741,IT,mobile
765,170,new,0.4083,0.7395,-0.3234,FR,app
766,22,new,0.2554,0.6587,-0.4009,FR,web
767,168,new,0.2358,0.5529,0.4082,ES,mobile
768,302,new,0.151,0.4862,-0.4049,IT,web
769,116,new,0.3812,0.6182,0.2284,IT,mobile
770,48,browser,0.6616,0.7384,-0.4898,ES,app
771,63,new,0.5428,0.8578,0.0336,IT,app
772,212,new,0.8358,0.3562,0.3743,IT,mobile
773,191,new,0.2539,0.9373,-0.3681,NL,app
774,27,new,0.5874,0.3719,-0.4836,IT,app
775,119,new,0.2006,0.7865,-0.4002,IT,web
776,68,browser,0.5434,0.4872,-0.2568,IT,app
777,86,new,0.9087,0.33,-0.1373,DE,web
778,136,new,0.4839,0.3837,-0.264,IT,app
779,270,new,0.9176,0.5604,-0.397,NL,app
780,316,new,0.2647,0.7143,0.4341,DE,mobile
781,23,new,0.3417,0.6256,-0.3202,FR,web
782,107,new,0.6308,0.575,-0.467,IT,app
783,98,new,0.9505,0.8212,0.0407,IT,web
784,342,new,0.4267,0.6204,0.0463,DE,mobile
785,76,new,0.3732,0.6704,0.2444,NL,mobile
786,102,new,0.2834,1.15,0.4248,DE,web
787,285,new,0.2809,0.2991,-0.1288,NL,web
788,110,new,0.4448,0.4947,-0.3509,ES,web
789,8,new,0.337,0.7066,-0.9158,IT,app
790,293,new,0.1952,0.7521,-0.5782,IT,app
791,182,new,0.1296,0.6742,-0.177,IT,app
792,140,new,0.2651,0.6482,-0.6633,IT,mobile
793,172,new,0.172,0.8868,-0.8048,IT,mobile
794,210,new,0.2323,0.8643,-0.227,IT,mobile
795,91,new,0.2915,0.5989,0.0219,IT,mobile
796,173,new,0.3395,0.5042,-0.3363,IT,app
797,140,new,0.255,0.6973,0.0639,ES,web
798,63,new,1.2277,0.5031,-0.0342,ES,app
799,271,new,0.1839,0.7793,0.1522,IT,app
800,118,new,0.7154,0.6963,0.5107,FR,mobile
801,139,new,0.3364,0.179,0.6649,IT,app
802,80,new,0.2562,0.8852,0.0061,IT,app
803,218,new,0.5082,0.4258,-0.4109,IT,web
804,363,browser,0.2868,0.5266,-0.2284,IT,web
805,72,new,0.236,0.2755,0.3006,ES,mobile
806,356,browser,0.9845,0.2352,-0.5626,FR,app
807,11,new,0.11,0.6405,0.2567,IT,web
808,193,new,0.3215,0.4054,-0.3095,DE,mobile
809,60,new,1.2282,0.9154,-0.1705,IT,mobile
810,295,new,0.798,0.8284,-0.5327,IT,mobile
811,172,new,0.2955,0.5711,-0.7133,DE,web
812,129,new,1.5897,0.5609,-0.3476,FR,web
813,250,new,1.0233,0.8874,0.2061,IT,app
814,310,new,0.3142,0.9286,-0.4957,ES,web
815,79,new,0.1654,0.4521,0.3144,IT,mobile
816,114,new,0.4191,0.429,-0.4505,FR,mobile
817,60,browser,0.1961,0.5658,-0.6239,ES,app
818,95,new,0.4972,0.6976,-0.1612,IT,app
819,75,new,0.2866,0.5275,-0.0123,IT,app
820,116,new,0.1906,0.7014,-0.1842,NL,mobile
821,100,new,0.2164,0.9711,-0.1972,IT,web
822,232,new,0.5878,0.3669,0.311,DE,web
823,68,new,0.1209,0.5398,-0.2168,IT,mobile
824,84,new,0.6537,0.3703,-0.4146,IT,web
825,22,new,0.6643,0.4694,-0.6465,IT,web
826,112,new,0.3066,0.567,0.1958,ES,web
827,105,new,0.1699,0.4891,-0.399,IT,web
828,259,new,0.4994,0.7136,-0.3648,IT,mobile
829,148,new,0.2815,0.6472,0.1182,IT,app
830,66,new,0.1599,0.3069,0.469,FR,web
831,103,new,1.0513,0.5648,-0.162,IT,web
832,10,new,0.2262,0.5814,-0.2979,IT,mobile
833,33,browser,0.1637,0.5569,-0.252,IT,web
834,193,browser,0.4303,0.5752,-0.4094,IT,app
835,258,new,0.3544,0.6954,-0.3745,IT,mobile
836,95,new,0.8331,0.2738,-0.3727,IT,web
837,256,new,0.2984,0.6718,0.0688,FR,mobile
838,329,new,0.3001,0.4636,-0.2809,NL,mobile
839,330,browser,0.4424,0.559,0.2258,IT,mobile
840,92,new,0.4105,0.3389,-0.2907,IT,web
841,179,new,0.4175,0.5554,-0.3785,NL,web
842,149,new,0.4272,0.67,0.1973,IT,web
843,97,new,0.4027,0.7023,-0.2425,IT,mobile
844,88,new,0.2926,0.2209,-0.2943,ES,web
845,240,new,0.5816,0.6936,-0.2383,IT,web
846,88,browser,0.3018,0.8252,0.2633,IT,mobile
847,103,new,0.5726,0.5311,-0.1429,DE,mobile
848,65,new,0.7892,0.2545,0.1873,IT,web
849,75,new,0.2534,0.2477,-0.3321,ES,app
850,313,browser,1.3805,0.2454,0.1313,IT,mobile
851,294,new,0.2486,0.6687,-0.1668,IT,app
852,52,new,0.2496,0.792,0.0589,DE,web
853,117,new,0.4951,0.5121,0.0883,DE,mobile
854,315,new,0.469,1.1005,-0.5796,DE,mobile
855,123,new,0.3827,0.6765,-0.2248,IT,mobile
856,78,new,0.577,0.3908,0.085,DE,web
857,176,new,0.4227,0.8517,0.1408,IT,web
858,336,new,1.1459,0.3945,0.1887,ES,app
859,161,new,0.3573,0.6791,-0.2133,ES,app
860,30,new,0.2299,0.4527,0.2891,IT,web
861,94,new,0.2716,0.3757,-0.48,IT,web
862,135,new,1.3251,0.7932,-0.7732,FR,web
863,74,new,0.4806,0.5732,-0.3472,DE,mobile
864,212,new,0.7495,0.9306,0.1685,IT,web
865,69,new,0.2306,0.4368,-0.6302,IT,mobile
866,85,new,0.6769,0.3393,-0.7645,ES,web
867,142,new,2.976,0.5337,-0.8522,IT,mobile
868,87,new,0.3738,1.1403,0.0076,IT,app
869,130,new,0.9958,0.7701,-0.7567,IT,web
870,37,new,0.5924,0.7197,-0.0578,IT,app
871,50,new,1.2464,0.02,-0.3648,IT,app
872,267,new,0.4771,0.5327,-0.5197,NL,mobile
873,113,new,0.3966,1.1113,-0.5996,DE,web
874,347,new,0.5847,0.7025,-0.1778,IT,mobile
875,124,new,0.2898,0.6856,-0.514,IT,web
876,19,new,0.4602,0.7973,-0.2517,ES,app
877,97,new,0.7648,0.3908,-0.1095,IT,mobile
878,160,considering,0.5774,0.4617,-0.0356,FR,app
879,285,new,0.3617,0.5758,0.077,IT,mobile
880,101,new,0.4107,0.7984,-0.1923,ES,web
881,277,new,0.5581,0.3864,-0.6175,IT,mobile
882,66,new,0.548,0.6079,-0.087,DE,app
883,272,new,0.5557,0.02,-0.0203,FR,web
884,169,new,0.4434,0.3366,-0.3135,IT,web
885,101,new,0.2338,0.2427,-0.3508,NL,app
886,11,new,0.2552,0.7176,0.6163,IT,web
887,69,browser,0.4741,0.353,-0.7026,IT,app
888,177,new,1.1138,0.874,-0.0772,FR,web
889,103,new,0.5412,0.7042,0.1161,ES,app
890,118,browser,0.2538,0.6823,-0.3694,IT,mobile
891,193,new,0.3385,0.6215,-0.309,IT,web
892,35,browser,0.1928,0.4234,-0.3905,IT,web
893,319,new,0.1711,0.5031,-0.2499,IT,web
894,112,new,0.3847,0.6851,0.0648,IT,mobile
895,80,browser,0.7765,0.5027,-0.3194,IT,web
896,236,new,0.3886,0.654,0.8387,IT,web
897,133,new,2.8321,0.4582,-0.4085,ES,mobile
898,105,new,0.3361,0.7013,0.2321,FR,app
899,62,new,0.3743,0.7147,-0.0596,NL,web
900,65,new,0.4738,0.327,-0.212,IT,mobile
901,83,browser,0.3039,0.6321,0.2648,IT,app
902,198,new,0.4009,0.3461,-0.81,IT,mobile
903,227,browser,0.1572,0.285,-0.1012,IT,app
904,274,new,0.193,0.5131,-0.5007,IT,mobile
905,351,new,0.3855,1.1234,-0.4026,IT,mobile
906,137,new,0.6573,0.7596,-0.4191,FR,app
907,105,new,0.2795,0.8706,-0.5873,NL,web
908,172,new,0.4609,0.7295,-0.8284,IT,mobile
909,1,new,0.1569,0.657,-0.1139,IT,mobile
910,76,browser,0.3846,0.7812,-0.2731,FR,web
911,152,new,0.5865,0.5049,-0.3552,FR,mobile
912,304,new,0.6151,0.7047,0.0157,IT,mobile
913,49,browser,0.4888,0.1347,-0.0918,ES,web
914,124,browser,0.3575,0.7459,-0.3434,IT,mobile
915,251,new,0.261,0.0561,0.8178,ES,web
916,192,new,0.3516,0.1378,0.1063,FR,web
917,238,new,0.9134,0.3125,0.6057,IT,mobile
918,65,new,0.4275,0.5825,-0.3952,IT,web
919,64,new,0.3469,0.2558,-0.1626,ES,mobile
920,105,new,0.5016,0.7232,-0.6834,ES,web
921,90,new,0.3781,0.5509,-0.3657,DE,app
922,135,new,0.4165,0.4078,-0.4544,IT,app
923,225,new,0.3212,0.4746,0.7984,FR,web
924,130,new,0.2928,0.4473,-0.4924,FR,web
925,254,new,0.6362,0.604,-0.3319,ES,web
926,347,new,0.1258,0.3907,-0.7588,IT,web
927,126,new,0.4787,0.8527,-0.0632,IT,mobile
928,94,new,0.283,0.6399,-0.5651,IT,mobile
929,61,new,0.129,0.6326,0.0715,IT,mobile
930,188,new,0.2152,0.4102,-0.8759,IT,app
931,165,new,0.3607,0.4816,-0.2926,IT,app
932,272,new,0.389,0.2203,-0.896,NL,mobile
933,140,new,0.5527,0.9112,-0.4217,FR,mobile
934,132,new,0.5737,0.3648,-0.3505,DE,mobile
935,358,new,0.1571,0.3785,-0.4597,NL,mobile
936,76,new,0.4528,0.8744,-0.4251,FR,web
937,119,new,0.5492,0.6898,0.0899,IT,web
938,350,new,0.415,0.6417,0.5111,IT,web
939,208,new,0.485,0.6812,-0.1312,FR,web
940,122,browser,0.1271,0.7917,-0.551,DE,mobile
941,59,new,0.2134,0.638,-0.2276,DE,mobile
942,17,new,0.7798,0.3422,-0.374,IT,web
943,359,new,0.3154,0.752,0.0613,FR,app
944,172,new,1.2495,0.696,-0.1492,IT,web
945,54,loyal,0.1821,0.2972,-0.8022,IT,app
946,87,new,2.0933,0.3952,0.1343,IT,web
947,118,new,0.2629,0.4887,0.0884,IT,web
948,71,new,0.5912,0.6906,0.2733,IT,web
949,94,new,0.3127,0.45,-0.4308,FR,web
950,20,new,0.392,0.1965,-0.1447,IT,web
951,126,new,0.5105,0.6555,-0.6647,DE,mobile
952,299,new,0.2625,0.7811,-0.2679,IT,web
953,227,new,0.5716,0.5968,-0.1111,IT,web
954,13,new,0.3178,0.7187,-0.4726,IT,web
955,26,new,0.4057,0.6926,-0.1302,IT,mobile
956,339,considering,0.1623,0.6219,-0.1912,IT,mobile
957,235,new,0.3056,0.2653,-0.4074,IT,web
958,15,new,0.7371,0.8628,0.2391,IT,web
959,334,new,0.5391,0.4464,-0.3321,IT,mobile
960,192,new,0.5991,0.7591,-0.2035,IT,mobile
961,126,new,0.3788,0.4074,-0.7634,IT,mobile
962,26,new,0.9249,0.4769,-0.0683,IT,mobile
963,5,new,1.2724,0.8353,-0.4169,IT,web
964,318,new,0.2559,0.4022,0.085,IT,mobile
965,300,new,0.5888,0.5765,-0.7089,FR,mobile
966,125,new,0.6111,1.045,-0.0993,IT,mobile
967,105,new,0.5201,0.8046,-1.0137,ES,web
968,216,new,0.2948,0.4873,-0.0344,DE,mobile
969,63,new,0.4295,0.5182,-0.3112,IT,mobile
970,13,new,0.7916,0.5894,-0.1102,DE,mobile
971,80,new,0.4784,0.8562,-0.4601,FR,mobile
972,226,new,0.1632,0.4397,-0.5823,FR,mobile
973,146,new,0.2603,0.4288,-0.4021,DE,web
974,205,new,0.5513,0.1281,-0.1828,IT,web
975,160,browser,0.243,0.3174,-0.0482,IT,web
976,73,new,0.1152,0.456,-0.1437,IT,mobile
977,108,considering,1.0406,0.6047,-0.5779,ES,mobile
978,230,new,0.2272,0.6139,0.3932,IT,mobile
979,159,new,0.2364,0.3744,-0.1335,IT,mobile
980,38,new,0.1264,0.6837,-0.4678,NL,mobile
981,225,new,0.5925,0.7197,-0.1015,IT,mobile
982,363,new,0.3499,0.5008,-0.1604,IT,web
983,143,new,0.3033,0.2977,-0.3114,IT,web
984,189,new,0.3123,0.6811,-0.3525,ES,web
985,277,new,0.5083,0.4391,0.0947,IT,mobile
986,63,new,0.2825,0.2786,0.3547,IT,web
987,48,new,0.1232,0.5258,-0.9626,NL,web
988,48,browser,0.1808,0.6522,0.1807,IT,web
989,149,new,0.1757,0.5324,-0.243,IT,mobile
990,262,new,0.428,0.7323,-0.1672,ES,app
991,359,new,0.6136,0.5333,0.2231,IT,app
992,358,new,0.8238,0.5442,-1.1792,IT,web
993,168,new,0.399,0.5912,0.0352,IT,mobile
994,159,new,0.5174,0.2083,0.1989,FR,web
995,157,new,0.6959,0.8129,-0.491,IT,app
996,96,new,1.8366,0.3936,-0.7379,FR,web
997,14,new,0.7874,0.6133,0.324,DE,web
998,128,new,0.938,0.6361,-0.8647,ES,mobile
999,33,new,0.572,0.5976,-0.1035,IT,mobile
1000,206,new,0.4539,0.7943,0.1081,DE,app
1001,93,new,0.2948,0.3493,-0.1112,IT,web
1002,35,new,0.2646,0.2259,-0.0524,IT,app
1003,137,new,0.2369,0.3959,-0.3428,IT,web
1004,200,new,0.5167,0.5284,-0.088,IT,web
1005,358,new,0.8678,0.3774,-0.498,NL,mobile
1006,43,new,0.3023,0.2992,-0.4526,IT,mobile
1007,266,new,0.2473,0.5159,-0.2376,IT,app
1008,243,new,0.1627,0.9149,-0.7889,IT,mobile
1009,101,new,0.4209,0.6634,-0.048,IT,mobile
1010,122,new,0.7233,0.6992,-1.1183,DE,web
1011,189,new,0.7435,0.4206,-0.123,IT,app
1012,149,new,0.7852,0.7532,-0.0901,DE,mobile
1013,205,new,0.4623,0.9149,-0.5281,IT,mobile
1014,245,new,0.3866,0.7766,-0.6819,DE,app
1015,160,new,1.399,0.3838,-0.3929,DE,web
1016,47,new,0.1998,0.5365,-0.0261,IT,app
1017,12,browser,0.2887,0.6395,-0.129,DE,mobile
1018,77,new,0.9427,0.5161,-0.639,IT,app
1019,207,new,0.2037,1.0759,-0.213,IT,mobile
