product_id,category_id,product_segment,base_price,quality_score,base_conversion,base_popularity,launch_day
479,3,budget,6.29,0.665,0.0343,0.0002323316,280
480,14,midrange,32.04,0.886,0.0353,0.0003656667,278
481,15,budget,55.14,0.973,0.0359,0.0001902475,70
482,11,midrange,42.98,0.496,0.0203,0.000218065,150
483,14,budget,19.7,0.804,0.0345,0.0001543575,124
484,15,premium,1539.49,0.464,0.0032,0.0002102017,148
485,3,budget,14.7,0.708,0.0324,0.000167569,31
486,9,budget,17.25,0.854,0.0368,0.0002045048,30
487,7,budget,18.73,0.915,0.0386,0.0002355944,8
488,2,budget,8.37,0.587,0.0305,0.0021667942,352
489,13,budget,5.94,0.527,0.0297,0.0008112905,152
490,8,midrange,32.99,0.44,0.0195,0.0002128362,83
491,9,premium,1381.41,0.35,0.002,0.0003008029,291
492,3,midrange,70.58,0.524,0.0191,0.0001660993,180
493,3,midrange,31.1,0.904,0.036,0.0002249397,133
494,14,budget,8.33,0.564,0.0297,0.0002402351,41
495,1,midrange,85.63,0.488,0.017,0.000204389,140
496,4,midrange,225.47,0.804,0.0238,0.0001862191,236
497,4,budget,16.39,0.412,0.0216,0.0002721153,227
498,9,premium,321.64,0.442,0.0095,0.0001614226,142
499,11,budget,31.04,0.952,0.0377,0.0002440819,223
500,9,midrange,221.27,0.311,0.0066,0.00015463,280
501,2,premium,1199.73,0.561,0.0077,0.0001541858,339
502,4,midrange,56.93,0.683,0.0256,0.0001697992,192
503,14,budget,6.8,0.423,0.0256,0.0003610776,83
504,11,midrange,48.65,0.461,0.0186,0.0001890387,47
505,12,budget,12.74,0.416,0.0228,0.0002819322,57
506,12,midrange,163.18,0.509,0.0149,0.000240239,3
507,13,budget,5.1,0.924,0.0442,0.0003979399,203
508,1,midrange,76.86,0.574,0.0205,0.000157944,77
509,7,premium,1006.12,0.563,0.0086,0.0005765717,82
510,11,budget,39.72,0.54,0.0222,0.0002046413,264
511,6,budget,31.85,0.973,0.0383,0.0002032545,116
512,14,midrange,143.32,0.338,0.0095,0.0002421289,302
513,9,budget,10.86,0.904,0.0405,0.0004016397,50
514,13,budget,9.77,0.495,0.0266,0.000653396,124
515,14,budget,5.43,0.967,0.0455,0.0001938271,18
516,10,budget,62.85,0.486,0.0183,0.0002036268,195
517,14,midrange,129.21,0.312,0.009,0.000167604,45
518,11,midrange,19.68,0.64,0.0288,0.0002179601,87
519,14,budget,5.53,0.421,0.0263,0.0001638658,268
520,7,budget,13.44,0.815,0.0365,0.000177237,321
521,9,budget,15.7,0.743,0.0333,0.0001650359,199
522,10,budget,47.95,0.765,0.0293,0.0002031762,352
523,3,midrange,22.98,0.395,0.0195,0.0002303458,276
524,7,budget,31.55,0.781,0.0317,0.0002380172,274
525,14,midrange,60.11,0.483,0.0184,0.0002845321,361
526,11,premium,221.31,0.999,0.0306,0.0004751187,32
527,3,midrange,22.24,0.799,0.0338,0.000188451,84
528,6,midrange,256.51,0.693,0.0193,0.000277349,159
529,3,budget,16.83,0.9,0.0385,0.0001859443,225
530,1,budget,13.88,0.692,0.0321,0.0001865863,361
531,15,budget,17.3,0.665,0.0302,0.0004582221,36
532,9,midrange,227.36,0.428,0.0105,0.0002054813,83
533,5,midrange,160.22,0.759,0.0237,0.0001537818,108
534,11,budget,28.46,0.531,0.0234,0.000182556,244
535,1,budget,19.82,0.282,0.0162,0.0002698575,347
536,4,budget,53.67,0.862,0.0322,0.0001913814,342
537,12,midrange,45.17,0.289,0.0129,0.0002404392,272
538,11,midrange,86.85,0.754,0.0263,0.0001668733,282
539,15,midrange,66.38,0.368,0.0139,0.0002246837,151
540,11,premium,393.94,0.574,0.0132,0.0009328453,222
541,9,budget,69.66,0.894,0.0321,0.0001920937,62
542,13,midrange,137.35,0.321,0.009,0.0001744715,184
543,14,midrange,54.83,0.75,0.0282,0.0002523137,106
544,12,budget,22.31,0.709,0.0307,0.000216929,339
545,15,premium,1255.24,0.901,0.0194,0.001266878,134
546,13,budget,34.51,0.38,0.0172,0.0003974011,144
547,14,midrange,98.37,0.85,0.029,0.0001944376,147
548,3,midrange,18.64,0.588,0.0272,0.0002928037,328
549,12,premium,242.88,0.571,0.0153,0.0002347081,340
550,8,budget,59.32,0.521,0.0198,0.0002557783,157
551,11,budget,26.11,0.539,0.024,0.000204813,363
552,12,midrange,119.54,0.64,0.0208,0.0001719042,276
553,15,midrange,118.42,0.33,0.01,0.0001533534,308
554,15,budget,18.91,0.569,0.0264,0.0001977813,334
555,4,midrange,72.51,0.739,0.0265,0.0002133686,121
556,12,budget,35.83,0.624,0.0256,0.0001615068,200
557,13,midrange,30.11,0.374,0.0176,0.0003222445,104
558,7,premium,567.08,0.522,0.0097,0.000181706,113
559,3,budget,20.93,0.582,0.0265,0.0002125826,169
560,1,budget,31.4,0.752,0.0307,0.0003505081,18
561,13,premium,162.71,0.926,0.0295,0.0002032591,78
562,9,midrange,158.62,0.663,0.0204,0.0002731633,295
563,15,premium,161.84,0.757,0.0236,0.000340846,60
564,9,budget,12.31,0.308,0.0191,0.000216963,227
565,15,premium,362.05,0.966,0.0273,0.0001729527,279
566,8,budget,10.89,0.486,0.0259,0.000153616,96
567,13,budget,31.97,0.516,0.0223,0.0002201069,167
568,2,budget,46.13,0.417,0.0173,0.0002929061,320
569,11,midrange,20.6,0.314,0.0171,0.000285415,304
570,14,premium,701.66,0.843,0.02,0.0007446596,335
571,15,midrange,83.5,0.43,0.0151,0.0002673401,229
572,14,midrange,83.12,0.462,0.0162,0.0002233641,323
573,1,budget,34.2,0.386,0.0175,0.0001559888,145
574,7,budget,20.51,0.981,0.0405,0.0002853113,219
575,1,budget,7.24,0.836,0.0398,0.0003098913,243
576,3,budget,4.87,0.947,0.0452,0.000197872,356
577,12,budget,19.11,0.896,0.0379,0.0001632251,134
578,12,midrange,188.38,0.93,0.0289,0.0002575763,319
579,13,midrange,55.56,0.609,0.0232,0.0002606586,185
580,14,midrange,40.34,0.378,0.0165,0.0002102412,38
581,13,budget,5.04,0.495,0.0292,0.0001880739,239
582,14,midrange,132.73,0.469,0.0144,0.0001806804,358
583,1,budget,11.07,0.788,0.0364,0.0001655487,165
584,4,budget,37.11,0.269,0.013,0.0002203441,200
585,11,budget,22.48,0.357,0.0183,0.000154647,338
586,14,budget,8.9,0.762,0.0364,0.0001683236,335
587,1,budget,6.51,0.343,0.0229,0.0001603761,146
588,10,midrange,67.6,0.286,0.011,0.0001847739,277
589,12,budget,13.3,0.332,0.0196,0.0001645591,230
590,1,budget,23.48,0.768,0.0325,0.0001729374,236
591,7,budget,33.46,0.354,0.0165,0.0003316279,262
592,14,midrange,28.98,0.36,0.0173,0.000155974,119
593,12,budget,20.35,0.423,0.021,0.0002090747,111
594,4,budget,9.73,0.813,0.0378,0.0001734586,9
595,14,midrange,28.47,0.4,0.0188,0.0003410668,312
596,7,budget,29.77,0.277,0.0143,0.0001586581,101
597,14,premium,624.6,0.929,0.0236,0.0002782266,246
598,4,budget,42.87,0.907,0.0347,0.0002389178,250
599,11,budget,7.4,0.389,0.024,0.0001853605,256
600,7,budget,19.47,0.449,0.0221,0.0005089305,315
601,4,midrange,75.68,0.391,0.0142,0.0002973018,316
602,14,budget,39.32,0.79,0.031,0.0003915551,0
603,3,premium,395.49,0.438,0.0084,0.0002643334,306
604,2,budget,49.33,0.949,0.0356,0.0003883475,75
605,7,midrange,29.43,0.871,0.0351,0.0002942877,235
606,12,budget,17.41,0.691,0.0311,0.0005813975,245
607,14,budget,25.25,0.257,0.0143,0.0002000418,19
608,15,budget,17.18,0.913,0.0389,0.0002753369,103
609,4,midrange,120.0,0.796,0.0263,0.0005136341,332
610,8,budget,27.32,0.841,0.0344,0.0003118407,51
611,3,premium,948.88,0.304,0.002,0.0003112923,84
612,11,midrange,27.11,0.781,0.0323,0.0001550023,29
613,15,premium,1385.17,0.853,0.0173,0.0003973723,60
614,12,budget,15.77,0.967,0.0412,0.0001864633,232
615,11,midrange,51.74,0.685,0.0261,0.0003283904,307
616,7,midrange,68.3,0.631,0.023,0.0003701391,217
617,14,midrange,31.85,0.569,0.0242,0.0001606826,103
618,9,premium,1697.05,0.776,0.0137,0.000571569,313
619,3,midrange,119.65,0.941,0.0314,0.0001799344,134
620,7,premium,1195.94,0.7,0.0126,0.0002355397,114
621,1,midrange,170.65,0.42,0.0116,0.0001805397,184
622,4,budget,34.58,0.263,0.0131,0.0001526348,49
623,1,midrange,51.5,0.714,0.0272,0.0002000629,130
624,9,budget,51.76,0.898,0.0336,0.0001549634,291
625,11,premium,88.56,0.299,0.0103,0.000191358,222
626,7,midrange,133.74,0.548,0.0171,0.0001814961,360
627,8,budget,26.53,0.955,0.0385,0.0003291766,283
628,15,budget,31.79,0.626,0.0262,0.0002222462,131
629,13,budget,10.06,0.415,0.0237,0.0001672568,279
630,11,budget,11.67,0.515,0.0266,0.0001776424,315
631,4,budget,9.56,0.556,0.0289,0.0002627352,230
632,14,midrange,45.11,0.338,0.0146,0.000162267,278
633,4,midrange,73.33,0.746,0.0267,0.0001732944,183
634,6,midrange,46.94,0.694,0.0269,0.0001544021,332
635,14,budget,8.78,0.736,0.0355,0.0002220317,86
636,10,budget,28.24,0.708,0.0296,0.0002518443,154
637,13,budget,8.99,0.263,0.0188,0.0001573558,92
638,11,premium,715.24,0.381,0.0037,0.0001980292,36
639,12,budget,8.79,0.374,0.0228,0.0025855665,224
640,4,budget,28.72,0.323,0.0161,0.000164052,43
641,4,budget,12.38,0.802,0.0364,0.0008310341,82
642,6,midrange,91.44,0.34,0.0115,0.0002712894,278
643,3,budget,14.75,0.751,0.0339,0.0001642398,87
644,14,midrange,72.91,0.384,0.0141,0.0001895931,315
645,4,midrange,76.47,0.339,0.0123,0.0003348572,17
646,11,midrange,56.68,0.372,0.0148,0.0001690496,166
647,13,budget,6.82,0.631,0.0328,0.0001684348,24
648,13,budget,12.04,0.734,0.0341,0.0001851723,21
649,8,budget,20.66,0.859,0.0362,0.0001790073,288
650,9,budget,35.68,0.346,0.0159,0.0001786974,24
651,15,midrange,70.96,0.712,0.0257,0.0006210864,325
652,12,budget,33.75,0.83,0.0331,0.0003311926,218
653,14,budget,12.58,0.484,0.0252,0.0001747763,176
654,14,budget,8.58,0.31,0.0207,0.0002632754,335
655,13,midrange,28.81,0.367,0.0176,0.0002774699,141
656,3,budget,5.31,0.319,0.0229,0.0001815633,145
657,11,midrange,60.6,0.915,0.0335,0.0019269741,149
658,3,budget,25.84,0.533,0.0238,0.0001892578,237
659,12,premium,772.06,0.643,0.0126,0.0001881678,309
660,15,midrange,71.42,0.827,0.0297,0.0002048698,197
661,10,budget,12.92,0.529,0.0267,0.0002799571,102
662,8,budget,55.49,0.737,0.0276,0.0019803581,324
663,1,budget,6.42,0.308,0.0217,0.000222532,218
664,15,budget,18.3,0.611,0.0281,0.0001785966,303
665,3,budget,27.22,0.322,0.0163,0.0001792878,157
666,1,premium,237.86,0.436,0.0106,0.0002115853,72
667,4,midrange,38.74,0.47,0.0199,0.0001627262,344
668,1,budget,9.79,0.788,0.0369,0.0001895234,247
669,9,midrange,116.15,0.756,0.025,0.0002094009,112
670,10,budget,11.82,0.81,0.0369,0.000950284,309
671,5,premium,647.27,0.296,0.002,0.0030332109,3
672,1,budget,13.85,0.995,0.0427,0.0004319839,339
673,3,midrange,33.67,0.291,0.0142,0.0002466462,211
674,7,midrange,36.3,0.869,0.0341,0.0004049554,215
675,1,budget,30.09,0.805,0.0327,0.0001564774,4
676,12,budget,15.61,0.694,0.0316,0.0001657525,64
677,4,budget,39.72,0.579,0.0236,0.0001634155,263
678,4,premium,420.94,0.818,0.0214,0.0002097343,203
679,7,midrange,26.16,0.805,0.0333,0.0001957014,46
680,8,midrange,85.48,0.353,0.0123,0.0001886571,243
681,1,midrange,58.25,0.844,0.0312,0.0001700591,272
682,3,midrange,44.16,0.309,0.0137,0.0002366438,99
683,14,budget,27.62,0.625,0.0268,0.0001611785,251
684,1,budget,35.89,0.734,0.0294,0.0001541559,355
685,10,midrange,163.43,0.866,0.0274,0.0001817837,176
686,9,budget,30.17,0.597,0.0254,0.0001721877,83
687,6,midrange,94.13,0.428,0.0145,0.0001877229,351
688,8,budget,35.7,0.618,0.0254,0.0001723585,332
689,13,budget,8.46,0.438,0.0252,0.0001903848,166
690,14,midrange,105.82,0.647,0.0216,0.0005049596,155
691,4,budget,50.41,0.597,0.0232,0.00016288,304
692,6,budget,14.72,0.835,0.0368,0.0001715294,0
693,4,budget,55.31,0.43,0.0169,0.0001942224,113
694,9,midrange,200.6,0.4,0.0101,0.0029425633,198
695,12,midrange,59.47,0.606,0.0227,0.000152171,238
696,4,budget,56.0,0.288,0.0119,0.0001852462,229
697,6,budget,10.95,0.422,0.0236,0.000317307,135
698,15,budget,8.66,0.515,0.0278,0.0002339765,317
699,1,premium,211.52,0.616,0.0174,0.0002022633,237
700,9,budget,29.13,0.452,0.0205,0.0001631063,197
701,12,premium,261.7,0.67,0.0184,0.0001568407,342
702,3,premium,833.91,0.909,0.0215,0.0004636566,34
703,1,budget,9.57,0.658,0.0324,0.0002705968,259
704,3,midrange,29.96,0.465,0.0208,0.0001649964,338
705,14,midrange,71.72,0.296,0.0111,0.0001869208,241
706,1,budget,5.77,0.352,0.0237,0.0003406204,206
707,3,budget,20.99,0.671,0.0296,0.0002430083,133
708,1,midrange,43.75,0.763,0.0296,0.0002823625,99
709,3,midrange,138.4,0.287,0.0078,0.0002339028,199
710,11,midrange,84.53,0.389,0.0136,0.0002096171,328
711,4,premium,154.02,0.489,0.0144,0.0001568042,168
712,11,budget,6.69,0.49,0.028,0.0001574623,44
713,11,midrange,22.46,0.969,0.0397,0.0005270625,176
714,14,premium,943.45,0.403,0.0033,0.000316779,35
715,1,budget,22.73,0.297,0.0161,0.0001572238,341
716,14,budget,12.62,0.515,0.0263,0.0002665346,195
717,11,budget,8.31,0.351,0.0222,0.0001886658,78
718,3,midrange,110.1,0.345,0.0109,0.0001639073,228
719,13,budget,7.11,0.556,0.03,0.0001760127,196
720,14,midrange,83.99,0.48,0.0168,0.0004418436,186
721,4,budget,41.76,0.319,0.0143,0.0002563339,216
722,14,budget,9.66,0.703,0.034,0.0001524275,339
723,9,midrange,94.24,0.626,0.0214,0.0002758182,312
724,11,budget,8.7,0.308,0.0205,0.0001521753,95
725,15,premium,327.77,0.897,0.0253,0.000426232,87
726,7,budget,44.84,0.464,0.019,0.000239131,361
727,14,premium,481.74,0.971,0.0262,0.0002445359,235
728,6,budget,47.32,0.949,0.0358,0.0001530843,7
729,14,premium,324.5,0.576,0.0141,0.0001570331,193
730,11,midrange,31.29,0.421,0.0191,0.0002124008,43
731,4,budget,37.72,0.876,0.0342,0.0001784882,10
732,8,budget,26.71,0.521,0.0233,0.0002105064,67
733,6,budget,12.27,0.373,0.0214,0.0001983094,92
734,2,midrange,61.83,0.664,0.0246,0.0003503535,29
735,1,midrange,77.02,0.617,0.022,0.0001625148,304
736,7,budget,28.22,0.888,0.0359,0.0001875994,159
737,1,budget,9.35,0.797,0.0374,0.0001824236,201
738,3,midrange,110.68,0.907,0.0305,0.0003971334,315
739,12,midrange,53.88,0.801,0.03,0.0002370296,305
740,12,midrange,42.46,0.732,0.0286,0.0001715045,299
741,13,budget,7.02,0.625,0.0325,0.0001884898,71
742,5,midrange,154.34,0.991,0.032,0.0001721254,271
743,14,premium,200.21,0.969,0.0301,0.0001972408,363
744,11,budget,14.7,0.887,0.0386,0.0002069779,2
745,3,budget,7.59,0.831,0.0394,0.0002628682,316
746,3,budget,19.3,0.683,0.0304,0.000210478,315
747,12,midrange,130.18,0.445,0.0136,0.0004736935,307
748,3,budget,9.6,0.907,0.0411,0.0002276502,144
749,10,premium,1509.84,0.258,0.002,0.0001683151,72
750,15,midrange,29.19,0.421,0.0194,0.0002533504,267
751,1,midrange,25.57,0.553,0.0246,0.0002274042,227
752,1,midrange,69.61,0.69,0.025,0.0001608257,265
753,15,budget,33.65,0.671,0.0275,0.0001556951,93
754,11,midrange,32.1,0.382,0.0176,0.0001692136,64
755,3,budget,14.79,0.329,0.0191,0.0001898517,329
756,14,midrange,35.78,0.417,0.0184,0.0001592713,188
757,14,premium,336.04,0.512,0.0117,0.0001571874,310
758,11,midrange,78.78,0.261,0.0094,0.0002167853,338
759,11,midrange,156.87,0.769,0.0241,0.0001600381,167
760,4,budget,22.47,0.436,0.0211,0.0006297939,96
761,1,midrange,79.32,0.514,0.0182,0.0002184527,326
762,11,midrange,65.89,0.501,0.0186,0.0001649362,260
763,4,midrange,60.07,0.634,0.0237,0.0009195854,243
764,12,budget,11.69,0.895,0.0399,0.000225576,349
765,14,budget,39.03,0.362,0.0161,0.0004330614,89
766,1,midrange,30.07,0.506,0.0222,0.0002101254,131
767,11,budget,27.28,0.769,0.0319,0.0002005879,14
768,4,midrange,41.26,0.283,0.0131,0.0005845341,141
769,14,midrange,104.09,0.872,0.0296,0.0002742439,162
770,4,premium,217.66,0.971,0.0298,0.000228927,165
771,11,budget,38.97,0.706,0.0281,0.0001969907,55
772,11,premium,492.22,0.967,0.026,0.0002196754,295
773,7,budget,7.69,0.56,0.0299,0.0002592797,178
774,12,budget,28.37,0.561,0.0244,0.0002493265,160
775,12,midrange,88.15,0.33,0.0113,0.0002026212,315
776,11,budget,10.96,0.277,0.0185,0.0001750588,177
777,13,budget,8.01,0.433,0.0253,0.0001691533,325
778,15,budget,34.85,0.609,0.0252,0.0001795422,81
779,8,budget,43.39,0.631,0.025,0.00017324,310
780,10,midrange,59.54,0.413,0.016,0.0001521112,360
781,1,budget,33.47,0.71,0.0289,0.0002272416,273
782,13,budget,8.14,0.386,0.0235,0.0002799269,325
783,10,midrange,33.82,0.495,0.0213,0.0004627204,270
784,8,budget,32.63,0.397,0.0181,0.0010327433,219
785,2,midrange,31.61,0.772,0.0314,0.0003110104,278
786,14,premium,163.8,0.637,0.0193,0.0002016712,350
787,7,midrange,65.17,0.802,0.0292,0.0001819745,220
788,12,premium,221.1,0.293,0.0059,0.0002531461,250
789,3,budget,7.47,0.569,0.0303,0.0003761783,28
790,15,midrange,127.96,0.975,0.0323,0.0002014939,350
791,3,budget,14.59,0.29,0.0178,0.000183947,283
792,4,budget,48.71,0.564,0.0222,0.0003414061,58
793,14,midrange,63.75,0.28,0.011,0.0001540369,105
794,14,budget,14.13,0.36,0.0204,0.0003310716,82
795,4,premium,264.69,0.597,0.0158,0.000165331,116
796,9,midrange,177.11,0.368,0.0096,0.0001602572,323
797,12,premium,175.35,0.639,0.0191,0.0002319726,169
798,14,budget,8.69,0.942,0.0428,0.0004113965,153
799,7,budget,34.96,0.4,0.0179,0.0001996775,284
800,10,midrange,147.86,0.33,0.0091,0.0002330389,135
801,13,budget,16.28,0.869,0.0376,0.0005582441,323
802,12,midrange,25.49,0.595,0.0261,0.0001683728,275
803,13,midrange,20.88,0.912,0.038,0.000223373,93
804,11,premium,304.01,0.48,0.011,0.0003051504,230
805,3,midrange,83.24,0.721,0.0253,0.0002923045,176
806,14,budget,13.59,0.942,0.0409,0.0002460863,125
807,14,budget,5.52,0.379,0.0248,0.0001696116,330
808,14,midrange,26.65,0.851,0.0348,0.0001860376,145
809,3,budget,15.87,0.724,0.0326,0.0001574806,42
810,4,budget,36.33,0.86,0.0338,0.0002792678,149
811,13,budget,5.07,0.378,0.0251,0.0001602026,188
812,1,budget,6.25,0.576,0.0312,0.0001525873,46
813,15,budget,13.86,0.347,0.02,0.0001732069,271
814,7,budget,7.59,0.97,0.0443,0.0002015554,83
815,12,midrange,76.98,0.297,0.0108,0.0001682214,33
816,14,budget,6.84,0.299,0.0212,0.0002540697,196
817,7,midrange,88.84,0.924,0.0321,0.0001789721,58
818,6,budget,41.14,0.476,0.0198,0.0001987053,285
819,11,premium,1028.58,0.698,0.0132,0.0002804243,24
820,11,budget,37.52,0.466,0.0199,0.0001895633,152
821,8,midrange,59.21,0.737,0.0273,0.0002099235,18
822,11,budget,5.89,0.394,0.0251,0.000177576,139
823,15,budget,15.9,0.594,0.0281,0.0002077442,340
824,9,budget,38.86,0.65,0.0262,0.0001652974,237
825,4,midrange,34.1,0.5,0.0215,0.0001607633,195
826,7,premium,244.29,0.439,0.0106,0.0007262608,57
827,7,budget,11.69,0.355,0.021,0.000257326,114
828,3,budget,7.54,0.78,0.0376,0.000261791,138
829,3,midrange,76.2,0.376,0.0136,0.0001807008,211
830,12,midrange,99.58,0.469,0.0157,0.0001850235,75
831,6,budget,25.28,0.503,0.0229,0.0002691868,364
832,15,midrange,201.92,0.591,0.0168,0.00030573,237
833,4,budget,11.04,0.777,0.036,0.0001571907,113
834,3,midrange,22.44,0.571,0.0258,0.000165135,41
835,13,budget,10.26,0.903,0.0407,0.0001714238,217
836,14,budget,20.0,0.76,0.0329,0.0002487354,163
837,4,budget,29.1,0.879,0.0354,0.0005113622,245
838,4,midrange,35.18,0.787,0.0314,0.0003100994,217
839,3,budget,33.41,0.361,0.0167,0.0002668767,233
840,10,midrange,56.71,0.983,0.0362,0.0001569318,304
841,9,midrange,68.39,0.84,0.0303,0.0001759605,191
842,4,midrange,117.69,0.68,0.0223,0.0005042924,264
843,1,budget,38.46,0.374,0.0165,0.0001555521,131
844,9,budget,35.44,0.38,0.0171,0.0003323822,344
845,15,budget,56.06,0.711,0.0267,0.0001657014,148
846,12,midrange,35.34,0.562,0.0235,0.0002109402,248
847,9,premium,694.65,0.757,0.017,0.0001546326,364
848,3,budget,25.74,0.529,0.0237,0.0003572994,127
849,4,premium,502.88,0.635,0.0142,0.0001801635,37
850,4,budget,18.61,0.391,0.0203,0.0004059689,84
851,13,budget,34.45,0.366,0.0168,0.0002362307,88
852,14,budget,7.09,0.307,0.0213,0.000721147,20
853,14,midrange,43.85,0.865,0.0332,0.0003399755,198
854,15,budget,47.58,0.667,0.0259,0.0001526801,101
855,15,budget,50.25,0.96,0.0359,0.0001991921,35
856,15,midrange,235.29,0.812,0.0238,0.0002855849,49
857,2,midrange,174.58,0.827,0.0257,0.0002249784,99
858,3,budget,5.37,0.632,0.0338,0.0004686872,134
859,5,budget,51.5,0.862,0.0323,0.0002024324,355
860,11,budget,13.15,0.957,0.0416,0.0002690144,256
861,2,budget,27.86,0.791,0.0326,0.000169614,260
862,14,budget,11.8,0.329,0.02,0.0002964036,252
863,11,midrange,110.58,0.738,0.0246,0.0001965306,293
864,11,budget,17.71,0.34,0.0187,0.0001746034,116
865,3,midrange,103.51,0.308,0.0099,0.0002964667,36
866,4,budget,13.25,0.77,0.035,0.0006845112,185
867,3,budget,7.03,0.876,0.0413,0.000179157,0
868,14,budget,12.95,0.369,0.0211,0.0001565062,79
869,11,budget,5.6,0.306,0.0222,0.0001740328,274
870,12,budget,28.36,0.915,0.0368,0.0001647645,183
871,4,budget,16.29,0.349,0.0194,0.0004050099,252
872,7,premium,407.55,0.276,0.0026,0.0003039176,186
873,8,midrange,37.87,0.791,0.0312,0.0001666335,198
874,13,budget,6.68,0.886,0.0418,0.0004789242,109
875,13,midrange,62.04,0.636,0.0236,0.0002781569,79
876,4,midrange,58.52,0.655,0.0245,0.0005987871,94
877,15,midrange,43.75,0.503,0.0205,0.0001781627,291
878,3,budget,7.68,0.429,0.0253,0.0002439619,357
879,14,budget,8.22,0.816,0.0386,0.000218685,29
880,3,budget,16.99,0.887,0.038,0.0001926551,196
881,4,budget,12.57,0.491,0.0254,0.0001621097,171
882,14,budget,11.08,0.455,0.0247,0.0002212431,205
883,3,premium,431.7,0.451,0.0085,0.0001708977,85
884,8,premium,552.81,0.288,0.002,0.0002953275,2
885,9,budget,31.06,0.461,0.0205,0.0008939382,74
886,4,budget,14.87,0.269,0.017,0.000278872,66
887,12,budget,45.98,0.841,0.0321,0.000154565,19
888,14,budget,12.28,0.442,0.0238,0.0001914389,130
889,14,midrange,33.4,0.768,0.0309,0.0001817914,249
890,6,budget,53.15,0.657,0.025,0.0002530023,352
891,10,midrange,122.42,0.878,0.0291,0.0004799858,239
892,4,premium,659.93,0.97,0.0247,0.000671933,63
893,4,midrange,209.79,0.525,0.0143,0.0002507944,132
894,3,midrange,18.37,0.316,0.0177,0.0001972915,110
895,15,midrange,171.96,0.812,0.0252,0.0002142999,77
896,14,budget,20.9,0.266,0.0154,0.0001866366,361
897,13,budget,9.78,0.417,0.0239,0.0001811382,239
898,10,midrange,50.95,0.29,0.0124,0.0001901456,175
899,9,budget,11.51,0.924,0.041,0.0001543701,159
900,10,midrange,229.39,0.254,0.0044,0.0002369203,116
901,11,budget,7.39,0.62,0.0321,0.0004822349,152
902,8,budget,16.43,0.568,0.027,0.0006491813,231
903,3,budget,19.5,0.74,0.0323,0.0001991565,338
904,3,premium,457.33,0.467,0.0088,0.0001707875,181
905,15,budget,11.32,0.905,0.0404,0.0001796229,67
906,9,budget,48.08,0.801,0.0305,0.0002246945,349
907,15,budget,22.89,0.574,0.0258,0.0002081885,114
908,3,midrange,104.18,0.519,0.0172,0.0001672151,30
909,11,premium,104.39,0.862,0.0292,0.0001931198,198
910,4,budget,9.78,0.818,0.0379,0.0002816606,288
911,4,premium,700.52,0.549,0.0097,0.00016871,94
912,1,budget,7.75,0.506,0.028,0.0001732304,101
913,3,midrange,51.18,0.279,0.012,0.0002260293,105
914,14,budget,5.49,0.311,0.0225,0.0003875964,294
915,6,budget,41.37,0.29,0.0133,0.0001993018,349
916,11,midrange,133.54,0.268,0.0073,0.0001634516,309
917,9,midrange,196.3,0.365,0.009,0.0001634108,82
918,7,budget,44.24,0.893,0.0341,0.0001956387,309
919,10,midrange,211.02,0.849,0.0256,0.0008296245,113
920,3,premium,229.53,0.884,0.0265,0.0005769353,316
921,15,budget,18.27,0.718,0.0318,0.0002467303,361
922,14,midrange,127.36,0.718,0.0233,0.0002753627,262
923,13,midrange,121.02,0.343,0.0104,0.0002032291,348
924,9,budget,66.2,0.774,0.0282,0.0003364625,51
925,3,premium,531.69,0.46,0.0078,0.0001608034,239
926,14,budget,8.01,0.639,0.0325,0.0004660572,18
927,7,midrange,170.51,0.966,0.0307,0.0001792115,238
928,1,budget,38.61,0.903,0.035,0.0003523595,124
929,7,budget,24.55,0.425,0.0203,0.0002698511,354
930,13,midrange,103.85,0.802,0.0272,0.000189562,180
931,11,midrange,63.5,0.328,0.0127,0.0002074022,278
932,13,midrange,125.68,0.27,0.0077,0.0002309953,110
933,13,premium,90.62,0.271,0.0092,0.0002186143,27
934,4,budget,51.14,0.378,0.0154,0.000543964,270
935,15,budget,9.16,0.771,0.0366,0.0002619234,80
936,8,budget,19.29,0.522,0.0247,0.0001708439,263
937,11,budget,7.29,0.262,0.0197,0.0005801754,169
938,1,budget,15.04,0.991,0.0422,0.0002061523,354
939,15,midrange,45.47,0.65,0.0255,0.0001636157,128
940,4,midrange,242.18,0.545,0.0144,0.0001632618,146
941,1,budget,17.68,0.639,0.0292,0.0001837433,270
942,9,budget,56.9,0.64,0.0241,0.0001523245,286
943,3,midrange,29.75,0.603,0.0257,0.0002116922,45
944,3,budget,5.1,0.71,0.0367,0.0001525639,270
945,11,budget,26.49,0.914,0.0371,0.0001830901,179
946,7,budget,26.41,0.476,0.0218,0.0001962508,360
947,15,budget,24.58,0.615,0.0269,0.0001942094,230
948,6,budget,44.43,0.253,0.0117,0.0003904332,282
949,12,midrange,148.21,0.895,0.0288,0.0001542314,125
950,9,budget,30.48,0.479,0.0213,0.0002483686,103
951,12,midrange,195.42,0.453,0.0121,0.0001562906,286
952,11,budget,23.67,0.998,0.0405,0.0003427373,5
953,9,premium,807.39,0.688,0.014,0.0001633752,211
954,15,budget,16.96,0.342,0.019,0.0002128937,353
955,7,budget,6.44,0.449,0.0267,0.0002945058,361
956,3,budget,7.87,0.515,0.0282,0.0003512385,261
957,12,budget,32.72,0.99,0.0388,0.0003259917,181
